Navigational position (   404.423261465,    63.7452929024, -1.20792265079e-13)
Navigational position (  -262.350419114,    232.158782793, -7.81597009336e-14)
Navigational position (  -262.350419114,    232.158782793, -7.81597009336e-14)
Navigational position (   186.470605586,    222.715035696, -1.06581410364e-13)
Navigational position (   186.470605586,    208.549415051, -1.06581410364e-13)
Navigational position (   189.699533821,    214.845246449, -7.81597009336e-14)
Navigational position (   654.665199697,    704.346137625, -2.13162820728e-14)
